2021-06-30 09:06:815 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:881 INFO  RegisterPage :48 - Entering first name :  to email field : [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //input[@id='FirstName']]
2021-06-30 18:06:02 INFO  RegisterPage :54 - Entering last name : Ganatra to last name field : [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //input[@id='LastName']]
2021-06-30 18:06:190 INFO  RegisterPage :60 - Entering email address : [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //input[@id='Email']] to email field : [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //input[@id='Email']]
2021-06-30 18:06:320 INFO  RegisterPage :66 - Entering password : J12345678 to password field : [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //input[@id='Password']]
2021-06-30 18:06:424 INFO  RegisterPage :72 - Entering confirm password : J12345678 to confirm password field : [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-30 18:06:519 INFO  RegisterPage :78 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //button[@id='register-button']]
2021-06-30 18:06:547 INFO  RegisterPage :84 - Getting empty mandatory field error message [[ChromeDriver: chrome on WINDOWS (e4215e7d57af70084d538101f3f3e8ca)] -> xpath: //span[@id='FirstName-error']]
2021-06-30 18:06:381 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:792 INFO  HomePage :29 - Clicking on login tab element [[ChromeDriver: chrome on WINDOWS (d03641e061cbbd9081243b16d5b07f41)] -> xpath: //a[contains(text(),'Log in')]]
2021-06-30 18:06:832 INFO  LoginPage :30 - Navigate to register page and verify navigated page welcome text [[ChromeDriver: chrome on WINDOWS (d03641e061cbbd9081243b16d5b07f41)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2021-06-30 18:06:590 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:98 INFO  HomePage :29 - Clicking on login tab element [[ChromeDriver: chrome on WINDOWS (4885095110369beedfda5b8c296a7b25)] -> xpath: //a[contains(text(),'Log in')]]
2021-06-30 18:06:245 INFO  RegisterPage :60 - Entering email address : [[ChromeDriver: chrome on WINDOWS (4885095110369beedfda5b8c296a7b25)] -> xpath: //input[@id='Email']] to email field : [[ChromeDriver: chrome on WINDOWS (4885095110369beedfda5b8c296a7b25)] -> xpath: //input[@id='Email']]
2021-06-30 18:06:364 INFO  RegisterPage :66 - Entering password : J12345678 to password field : [[ChromeDriver: chrome on WINDOWS (4885095110369beedfda5b8c296a7b25)] -> xpath: //input[@id='Password']]
2021-06-30 18:06:595 INFO  LoginPage :49 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2021-06-30 18:06:624 INFO  LoginPage :54 - Page Navigation with welcome Text from element [[ChromeDriver: chrome on WINDOWS (4885095110369beedfda5b8c296a7b25)] -> xpath: //a[contains(text(),'Log out')]]
2021-06-30 18:06:385 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:838 INFO  HomePage :29 - Clicking on login tab element [[ChromeDriver: chrome on WINDOWS (d10f1b808cecf8deb86417c9bce4dddd)] -> xpath: //a[contains(text(),'Log in')]]
2021-06-30 18:06:943 INFO  LoginPage :37 - Entering email address : jalpa@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (d10f1b808cecf8deb86417c9bce4dddd)] -> xpath: //input[@id='Email']]
2021-06-30 18:06:71 INFO  RegisterPage :66 - Entering password : Jbcgfb to password field : [[ChromeDriver: chrome on WINDOWS (d10f1b808cecf8deb86417c9bce4dddd)] -> xpath: //input[@id='Password']]
2021-06-30 18:06:244 INFO  LoginPage :49 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (d10f1b808cecf8deb86417c9bce4dddd)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 18:06:268 INFO  LoginPage :60 - Getting invalid credentials error message [[ChromeDriver: chrome on WINDOWS (d10f1b808cecf8deb86417c9bce4dddd)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 18:06:01 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:240 INFO  HomePage :29 - Clicking on login tab element [[ChromeDriver: chrome on WINDOWS (71ab67a6642e3bdccfcfcca3ef8a6f5c)] -> xpath: //a[contains(text(),'Log in')]]
2021-06-30 18:06:386 INFO  LoginPage :37 - Entering email address : bty@yahoo.com to email field : [[ChromeDriver: chrome on WINDOWS (71ab67a6642e3bdccfcfcca3ef8a6f5c)] -> xpath: //input[@id='Email']]
2021-06-30 18:06:507 INFO  RegisterPage :66 - Entering password : y203 to password field : [[ChromeDriver: chrome on WINDOWS (71ab67a6642e3bdccfcfcca3ef8a6f5c)] -> xpath: //input[@id='Password']]
2021-06-30 18:06:652 INFO  LoginPage :49 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (71ab67a6642e3bdccfcfcca3ef8a6f5c)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 18:06:670 INFO  LoginPage :60 - Getting invalid credentials error message [[ChromeDriver: chrome on WINDOWS (71ab67a6642e3bdccfcfcca3ef8a6f5c)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 18:06:414 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:734 INFO  HomePage :29 - Clicking on login tab element [[ChromeDriver: chrome on WINDOWS (62b2349da607e6e7d705140021d070d8)] -> xpath: //a[contains(text(),'Log in')]]
2021-06-30 18:06:875 INFO  LoginPage :37 - Entering email address : abc@ymail.com to email field : [[ChromeDriver: chrome on WINDOWS (62b2349da607e6e7d705140021d070d8)] -> xpath: //input[@id='Email']]
2021-06-30 18:06:03 INFO  RegisterPage :66 - Entering password : 10a to password field : [[ChromeDriver: chrome on WINDOWS (62b2349da607e6e7d705140021d070d8)] -> xpath: //input[@id='Password']]
2021-06-30 18:06:531 INFO  LoginPage :49 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (62b2349da607e6e7d705140021d070d8)] -> xpath: //button[contains(text(),'Log in')]]
2021-06-30 18:06:557 INFO  LoginPage :60 - Getting invalid credentials error message [[ChromeDriver: chrome on WINDOWS (62b2349da607e6e7d705140021d070d8)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 18:06:397 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:738 INFO  HomePage :46 - Clicking on computer tab element [[ChromeDriver: chrome on WINDOWS (a2430aa019f96db723779201be61ce56)] -> xpath: (//a[@href='/computers'])[1]]
2021-06-30 18:06:771 INFO  ComputerPage :17 - Navigate to computer page and verify navigated page welcome text [[ChromeDriver: chrome on WINDOWS (a2430aa019f96db723779201be61ce56)] -> xpath: //h1[contains(text(),'Computers')]]
2021-06-30 18:06:555 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:918 INFO  HomePage :40 - Mouse hover on computer tab element [[ChromeDriver: chrome on WINDOWS (e7741722b326c228220942e782474c8b)] -> xpath: (//a[@href='/computers'])[1]]
2021-06-30 18:06:957 INFO  HomePage :56 - Getting text from computer sub product element [[ChromeDriver: chrome on WINDOWS (e7741722b326c228220942e782474c8b)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:657 INFO  HomePage :60 - Clicking computer sub menu product element [[ChromeDriver: chrome on WINDOWS (e7741722b326c228220942e782474c8b)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:685 INFO  ComputerPage :18 - Navigate to desktop page and verify navigated page welcome text [[ChromeDriver: chrome on WINDOWS (e7741722b326c228220942e782474c8b)] -> xpath: //h1[contains(text(),'Desktops')]]
2021-06-30 18:06:510 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:560 INFO  HomePage :40 - Mouse hover on computer tab element [[ChromeDriver: chrome on WINDOWS (7b1ac832ad20bcde988c5ae7c6d73191)] -> xpath: (//a[@href='/computers'])[1]]
2021-06-30 18:06:588 INFO  HomePage :56 - Getting text from computer sub product element [[ChromeDriver: chrome on WINDOWS (7b1ac832ad20bcde988c5ae7c6d73191)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:596 INFO  HomePage :56 - Getting text from computer sub product element [[ChromeDriver: chrome on WINDOWS (7b1ac832ad20bcde988c5ae7c6d73191)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:97 INFO  HomePage :60 - Clicking computer sub menu product element [[ChromeDriver: chrome on WINDOWS (7b1ac832ad20bcde988c5ae7c6d73191)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:119 INFO  ComputerPage :18 - Navigate to notebooks page and verify navigated page welcome text [[ChromeDriver: chrome on WINDOWS (7b1ac832ad20bcde988c5ae7c6d73191)] -> xpath: //h1[contains(text(),'Notebooks')]]
2021-06-30 18:06:853 INFO  BasePage :29 - Launching Chrome Browser 
2021-06-30 18:06:171 INFO  HomePage :40 - Mouse hover on computer tab element [[ChromeDriver: chrome on WINDOWS (50615b2e062ff4ed5237597973bba7f8)] -> xpath: (//a[@href='/computers'])[1]]
2021-06-30 18:06:191 INFO  HomePage :56 - Getting text from computer sub product element [[ChromeDriver: chrome on WINDOWS (50615b2e062ff4ed5237597973bba7f8)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:202 INFO  HomePage :56 - Getting text from computer sub product element [[ChromeDriver: chrome on WINDOWS (50615b2e062ff4ed5237597973bba7f8)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:218 INFO  HomePage :56 - Getting text from computer sub product element [[ChromeDriver: chrome on WINDOWS (50615b2e062ff4ed5237597973bba7f8)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:503 INFO  HomePage :60 - Clicking computer sub menu product element [[ChromeDriver: chrome on WINDOWS (50615b2e062ff4ed5237597973bba7f8)] -> xpath: (//ul[@class='sublist first-level'])[1]//li]
2021-06-30 18:06:530 INFO  ComputerPage :18 - Navigate to desktop page and verify navigated page welcome text [[ChromeDriver: chrome on WINDOWS (50615b2e062ff4ed5237597973bba7f8)] -> xpath: //h1[contains(text(),'Software')]]
2021-06-30 18:06:07 INFO  BasePage :29 - Launching Chrome Browser 
